Id,SalePrice
2658,133979.02390747267
2718,191167.79267103542
2414,190658.620201535
1989,118638.26119267815
625,188433.765562538
333,77926.47795802903
1327,99915.6309938152
858,153411.09664464754
95,178675.0961207204
1568,174207.65622826148
2482,159439.34415130474
1364,119444.32421799238
2584,161391.19681138644
818,241667.23836125145
2673,149872.64486772692
2089,94932.09810541534
1297,172650.02730828774
790,119221.67588717554
2616,195756.37385434203
720,183191.66979606662
222,139624.9417198192
557,119685.34286381581
1148,200730.28248883525
2766,160196.41987177834
534,199911.35092248023
1452,108601.58501433085
630,118108.01142021053
2648,124752.79949543702
125,147041.91116708433
1904,42709.12198044703
1670,109221.86213910776
756,107992.57364500762
717,235444.90695418598
1032,157148.02966201934
852,224681.4787621649
1731,181473.6767909348
2639,111335.54595329455
2071,84260.81177144097
1267,105886.55153902859
1851,225621.07747205652
567,143790.46276770497
2439,222149.52559972546
1898,156729.2314341305
647,163069.96653508526
2256,217955.12085918785
979,93575.41430667447
1444,220854.89209343633
2485,104185.7638004726
157,117856.51175265622
88,123808.68283453351
2003,107410.34595446083
186,186807.20169591394
1425,263154.447254149
2695,132771.45698799094
738,112323.71500512103
395,153307.06343200812
1353,162711.2823385108
1878,142951.27747709272
390,166111.37710456457
1456,231329.75299843776
1103,327886.1982529374
1387,141026.36383124412
2070,156752.40773258096
1199,173117.1804604498
2479,181601.41326697206
501,354459.8185000628
2362,91307.53131036248
1718,220054.52828387616
2188,70180.50936487413
1483,131388.57335747618
2557,78704.59725585865
437,329067.5256744628
2224,215051.90082555596
1628,181590.20352675882
397,120489.51514974219
587,212552.15382823395
2182,533893.11019985
971,136262.89153927795
2611,151011.42555092485
1887,98435.1965405116
2399,364678.02832457004
2148,216841.44064005924
304,122128.61809025347
1997,122408.71578035488
2817,108822.92738730251
1431,172672.53983169215
427,375266.76856467593
263,114007.48765441212
598,178805.45352849102
2895,252608.86544622382
687,151677.44732670722
1822,129409.97944160749
2191,95089.71032578005
179,108095.58070487644
1009,247135.54900199198
2010,112098.76809971733
1991,138224.29990825467
1411,168418.3899185206
1721,253914.81349780696
1144,194516.22970032273
593,214579.19962387494
575,291112.30490126397
1249,195607.4931143889
1604,116222.29811835711
1064,447192.94735666213
1923,159754.7988110396
1988,96114.20368859314
2325,174144.7616032821
114,196744.57866146837
2700,201750.96155603742
217,128519.80076835066
343,187269.78029732825
386,243327.39103966908
2005,117637.2245281084
2908,131416.81010192086
1814,220642.8534943876
2446,449399.35307808244
208,133991.85787227785
1679,100360.4990428479
822,313260.2670569526
6,177356.46844737898
1781,378164.6835721998
2397,326119.36783910124
2340,299718.03382502234
1618,154783.76744773932
2843,153161.52674133115
1061,363207.56920900714
2786,110026.62938869213
1935,125865.7654389622
1341,102325.42340391045
521,275310.3500693595
2136,127215.15273053711
996,190007.3833181505
227,150660.21792284545
135,158147.35028827348
1167,137101.9320821564
294,259516.03307242037
1776,209909.41129815514
540,192512.9156065902
1717,220054.52828387616
2303,111640.5483446159
116,186876.12754940716
127,129487.5312350174
1371,121399.27200690322
1014,205654.42264975372
1507,105828.46583740045
702,134090.4854029247
750,154592.81661944266
261,139857.80639012723
1559,62302.379055591926
577,248151.42022069992
2812,207502.46009793543
2080,162043.35728828533
1368,114753.63368684397
2376,116170.81649677502
659,102923.6769087972
1235,116103.13773906924
332,74418.97215149987
1917,135217.19691614114
2094,246575.30916364316
1460,279033.089990908
1471,205812.85996888948
1509,113162.07833765908
1922,118926.29361221106
433,447075.04281975713
460,285531.92337747756
1116,254999.59562740556
1137,169454.5602793021
53,159607.0694567694
2354,246162.59591688862
1475,211312.66224774998
1761,476617.88324858644
842,130646.89798277855
2739,195729.71743756518
2509,152676.3253761722
1007,214976.97680468037
2610,181854.1121977516
1952,97649.17140798851
2719,183436.37199223545
2921,78511.3282794521
1966,149638.43825567435
292,130738.111005385
1204,192356.0616561377
1829,254589.41936119978
2419,193144.1745544873
391,158382.01209634324
798,117584.90108687746
481,195850.22303942955
193,192910.82950997492
555,116137.54176715278
899,70894.96965701523
2357,178784.56198170374
328,103561.66004497216
1356,97672.1255138355
1154,103051.18661232243
1730,190375.4755151834
2249,135682.2834200292
1119,264829.52134966035
2856,146850.04268724294
1394,132417.62738070625
2587,108546.05225682979
61,320530.01090438874
2661,179203.27636832805
2711,128003.74291893777
1147,189967.3990148879
757,123921.6804466185
2623,106398.34402870724
2378,131845.53701338317
1413,144281.9141506991
1722,236979.41570278522
1112,220811.10771618807
1623,181298.65107719466
1201,204924.0661664059
1513,116276.12466183986
957,265075.98898391274
1171,240588.4841983692
1145,207624.82219952403
2726,229189.0371619414
703,151765.46211585688
760,97316.11636078656
1964,148823.222122626
2512,162199.4737071071
159,121960.63112573358
1281,172927.51789166412
468,184411.73935333887
290,119730.29427311529
665,112864.47019598173
1463,272935.7362640727
1792,222694.96313726023
923,154072.80601188834
500,319857.3620997896
1408,159300.07355418356
331,86724.54683918743
170,147287.32801430588
2192,90100.47908512354
2571,283489.629187436
2314,165057.19175768405
2647,87781.69582778953
422,403584.9128505699
2457,323532.9890000884
1838,189930.86148999262
2805,244156.3977886939
1645,160562.97519298905
1711,320902.7770809476
2825,251222.87819380616
322,353307.58750501415
2103,271895.37018108455
342,121077.67705817512
600,98094.71869680723
488,175802.12976376907
1725,318885.4178063062
2246,276144.7912408265
2847,164577.24207048852
806,237412.68942114405
530,237096.82212372936
963,190006.13332155047
2678,88674.1530122584
171,74563.51935651584
2401,435815.6069970391
805,223578.20176994446
2259,227689.62432850513
1748,180796.73473641707
1361,136653.16666050255
1677,103122.91121302743
1406,168605.68036272915
2322,218884.28319323796
688,165783.4157859747
143,138581.0272461875
804,198291.0992069679
1214,168842.32331126902
2828,138737.44173823856
1999,181908.73885709423
2467,200982.89184321556
2665,162017.01401039923
1538,325667.62420577067
398,101205.04462613432
2822,132579.38980022652
2157,131147.56706769258
1856,182933.46428616703
1269,77984.0728027459
2570,113609.41935705865
2320,239903.88385920238
1517,119608.24628523839
2304,122205.83081905369
1312,69969.17273828325
2012,134505.4663756162
506,246622.14900234225
2865,200294.3241004404
2367,92009.86438933654
554,107839.83968151388
238,134213.35123081473
1954,98718.5690017347
2488,108332.9338388133
2291,79973.45408300974
1969,117880.41456433081
2725,143013.5866164989
1482,131388.57335747618
2763,215189.30031021856
503,270866.2122718846
1584,231125.8524157398
1531,171309.7291456303
2210,180531.10397811388
459,326962.5992430841
556,122542.01746907295
1347,153380.99098654048
1290,79908.93509462077
1388,110249.09568105139
1571,202047.92673902703
2754,213750.91882250248
765,111279.04276804983
2494,117738.48368112699
2870,216088.64030656687
7,264478.46610391705
1114,229052.03930513293
2418,267976.0781954246
291,133896.06615893223
18,368542.48176812293
39,363838.8860411083
1001,291971.6067145589
2442,239395.9601127741
616,133716.95179170978
2680,78597.56026747337
1414,115225.0350247219
289,167307.99761461202
40,293954.6197458531
860,123434.99558399088
409,108835.17783676958
673,145409.06184821704
2427,165133.5877904243
2036,210382.87645582162
2564,135952.66360583086
642,184582.18665282225
1008,180109.3757283986
1908,147333.28861268034
2519,175611.67127045646
1369,84530.25981419941
2855,175283.38095253592
712,90672.59765617449
1943,107128.15292795638
1958,134636.91330642314
107,149492.77157827426
2295,204767.8234551645
704,106272.4211244826
676,133987.83328431344
259,173668.56997332664
93,297888.57509590546
106,230940.3398118148
2315,177558.96733674957
1050,102571.77230105882
1095,201007.51168722543
2709,138895.6621075733
758,157549.43003560192
1496,155997.69142713727
2370,102969.30216273245
2458,263062.8497891231
2733,129112.52213636483
161,261486.90745297394
726,146000.14160076686
845,220685.45598249862
947,268211.4921572923
2232,116490.02761729072
2563,146702.39215574827
2299,154828.80367967844
211,76307.5192675866
605,160353.6377766666
1478,208886.11324678967
2247,264010.2412976868
2274,210050.3632069138
2869,225619.2560315233
967,219884.10241993732
2656,95744.43029910176
667,222978.7888474621
1042,95049.61968972399
2023,155529.7305801906
2447,374916.01476390345
2055,112817.15988735035
2275,273904.99413121067
2204,188295.16584423138
1563,264898.9048637806
483,231156.20798962004
796,126190.40420272734
1526,158480.57318664857
2042,146683.7179377916
442,351048.36352395394
1693,320512.7778981486
1468,216448.85303772887
1430,167685.58077946297
2605,163566.96119609714
1529,198578.4449218035
335,128615.8484183372
1287,119409.18773755227
31,90290.2898657097
1785,301021.4822209121
82,154347.30034149016
2620,141660.14752035358
252,195044.30093720046
721,66195.50898036423
2165,204966.08116747468
2316,162340.1572255457
775,121858.29937951574
1558,108511.97734009371
17,196037.6710184902
1022,245913.4290707413
925,131565.9381169338
438,307313.15864925954
1270,159136.882143763
1272,129159.89508767375
215,136349.07969963268
266,221082.7365887817
2402,295011.10646908445
1250,127277.78500755674
1984,127669.10753161195
1279,139228.55169957603
377,240748.6399143849
1252,118739.72422544778
2156,262176.31261896255
499,337414.7825770554
1374,121817.34079022567
2898,240243.4708825969
401,104950.39461060514
2721,171355.02931245184
2078,251842.38472286402
2589,122878.66251265825
1946,226618.22069811964
1334,104399.02280085706
2781,241959.0894433859
431,389075.8519612636
576,201424.25106042466
1474,205878.32000173838
2254,141837.6629189282
2155,274771.4701466074
885,93524.28825904122
643,122434.12050285177
1944,129407.00427854038
480,203938.30750261142
2845,98777.08502445751
2387,315090.4429753361
2407,226993.97069177707
2527,169742.51956108707
2514,141073.304503962
629,190932.75245558677
80,213330.3748040981
1876,140489.55883481947
1546,112873.51798100142
2518,175297.84810093886
2347,153359.24947642523
783,204333.03693993005
1322,46710.94298338017
194,86296.49640589103
1770,315560.4693506628
2143,148776.63841439382
1229,216300.31323964582
511,272769.8058374638
46,227915.62499354698
1348,196451.89583692356
2465,204072.43486909074
387,229244.66370150846
873,216606.59565982583
1918,103290.54842381788
2764,233218.9082690438
2184,107079.69819612583
934,131956.13584123738
1920,125237.2417162549
2631,142250.22872887456
1768,527145.363828864
2040,115174.67935187226
1749,223342.8355652669
834,231585.32104884618
1457,244469.7144961927
79,84696.46661014004
2302,104752.24546858852
1817,135262.3283606057
2755,248614.37664362066
359,176879.72748836246
2059,105705.51452951602
2092,239010.2038314295
2516,259721.0171693851
150,96174.47363910275
1656,150143.3471122043
83,104372.27645070273
2411,202354.72731246
795,82088.56533726041
2312,235184.44634043178
2917,121668.98897066743
1624,193150.0090349773
2215,285513.3200575669
1211,146698.94711334677
1485,135531.3619917565
1024,191063.97688945345
570,182239.7583495308
2874,142531.38066093303
700,155769.82246765346
2756,225803.29228000162
2022,170647.80220102362
583,226878.9519377858
2392,369624.61416734924
2424,182432.76679904808
212,114707.85321510145
736,120367.46500634206
1610,165913.66042165956
890,129252.13099535421
467,183336.47600127402
578,217165.00591445804
1747,190086.71436870363
1149,159823.36677704222
2758,238670.5614109319
857,119205.64753436294
2219,288756.13731565257
733,103517.95560598529
2909,98496.86811527611
1798,258802.45276916935
235,117093.98973075567
2366,121248.76900028097
1027,123344.7703934421
1195,135496.9203941154
1303,26472.436082501255
148,196402.0714383935
608,169965.93585160206
2515,197592.90313189733
821,279910.10535990057
2500,293278.9827536786
745,104667.54143716957
741,141972.88855633605
1611,122828.68301432353
2532,126576.69093075403
1081,198913.31400024644
1692,410108.98293928243
2520,172014.1302121229
276,78507.05566014546
1992,118175.6900808306
663,31866.836221937032
418,103505.34488463454
1733,189217.92614546098
2359,143013.8492428107
253,205373.28859076896
1518,163475.59471494902
2035,156773.41752635338
2919,75588.67279434598
1540,240123.66583247093
2120,139178.44757686986
1674,179362.73676839517
256,137158.6854918401
2361,94168.17521019952
978,89354.77716358202
2280,118888.17804191206
2095,228380.34523459914
1709,316764.1013419828
2801,222790.87874595684
1246,106614.84642660173
2373,92798.63957134684
1055,298594.06871349504
2017,127280.23034549627
1099,324198.55636371206
1344,62920.84838265105
835,177254.9333487962
1117,236875.41552483884
2043,88863.90659249724
2085,110869.10191870545
410,131774.70904529723
2650,111387.13449267267
2867,169218.0772954634
1668,111759.83729090639
1161,168011.53443938802
2122,182506.0205031315
2539,141158.36172310662
1047,117945.33044956416
1445,114784.22061961723
541,139644.32609054563
569,220603.6186607026
1276,132113.65216617062
918,144328.3174923417
326,166574.01416542422
1936,117376.16766098069
895,85025.16785152208
257,126930.37994157703
